Title,Date Posted,Employer,Location,Salary,Work Hours,Employment Type,Start Date,Vacancies,Languages,Education,Experience,Responsibilities,Benefits,url
retail butcher,"Posted on February 01, 2024",5730 Northwest Territories Ltd.,"Hay River, NT",22.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,1 year to less than 2 years,"Clean meats to prepare for processing or cutting, Cut carcasses, sides and quarters, Cut, trim and prepare standard cuts of meat, Wrap and package prepared meats, Remove bones from meat, Weigh meats for sale, Price meat products, Clean and prepare fish and shellfish, Sell meats to customers, Cut fish into steaks and fillets, Grind meats, Slice cooked meats, Prepare special displays of meats, poultry and fish products, Shape, lace and tie roasts, other meats, poultry and seafood",,https://www.jobbank.gc.ca/jobsearch/jobposting/40175870?source=searchresults
food service supervisor,"Posted on March 13, 2024",Black Knight Pub,"Yellowknife, NT",19.04 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,Secondary (high) school graduation certificate,1 year to less than 2 years,"Establish methods to meet work schedules, Supervise and co-ordinate activities of staff who prepare and portion food, Train staff in job duties, sanitation and safety procedures, Estimate ingredient and supplies required for meal preparation, Ensure that food and service meet quality control standards, Maintain records of stock, repairs, sales and wastage, Establish work schedules",,https://www.jobbank.gc.ca/jobsearch/jobposting/40500008?source=searchresults
food service counter attendant,"Posted on February 13, 2024",KFC/Taco Bell/Pizza Hut,"Yellowknife, NT",18.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,Secondary (high) school graduation certificate,Will train,"Package take-out food, Portion and wrap foods, Prepare, heat and finish simple food items, Serve customers at counters or buffet tables, Stock refrigerators and salad bars, Take customers' orders","Dental plan, Disability benefits, Health care plan, Paramedical services coverage, Vision care benefits",https://www.jobbank.gc.ca/jobsearch/jobposting/40273495?source=searchresults
"finisher, concrete","Posted on March 17, 2024",Aecon Construction Solutions Inc,"Yellowknife, NT",29.47 HOUR,,Full time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40543062?source=searchresults
retail store supervisor,"Posted on December 03, 2023",Southam Holdings Inc.,"Yellowknife, NT",22.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,Secondary (high) school graduation certificate,1 year to less than 2 years,"Assign sales workers to duties, Hire and train or arrange for training of staff, Authorize payments by cheque, Order merchandise, Authorize return of merchandise, Establish work schedules, Sell merchandise, Prepare reports on sales volumes, merchandising and personnel matters, Organize and maintain inventory, Resolve issues that may arise, including customer requests, complaints and supply shortages, Supervise and co-ordinate activities of workers",,https://www.jobbank.gc.ca/jobsearch/jobposting/39705186?source=searchresults
food counter attendant,"Posted on February 28, 2024",EMRA Financial Corp,"Yellowknife, NT",16.05 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,3 vacancies,English,"No degree, certificate or diploma",Experience an asset,"Keep records of the quantities of food used, Package take-out food, Prepare, heat and finish simple food items, Serve customers at counters or buffet tables, Stock refrigerators and salad bars, Take customers' orders, Handle and store cleaning products, Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas, Remove kitchen garbage and trash, Sweep, mop, wash and polish floors",,https://www.jobbank.gc.ca/jobsearch/jobposting/40385192?source=searchresults
"teacher, kindergarten","Posted on March 26, 2024",Yellowknife Catholic Schools,"Yellowknife, NT",,,Permanent employmentFull time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40630019?source=searchresults
,,,,,,,,,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/39920260?source=searchresults
food service supervisor,"Posted on February 28, 2024",EMRA Financial Corp,"Yellowknife, NT",19.04 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,Secondary (high) school graduation certificate,1 year to less than 2 years,"Establish methods to meet work schedules, Supervise and co-ordinate activities of staff who prepare and portion food, Train staff in job duties, sanitation and safety procedures, Estimate ingredient and supplies required for meal preparation, Hire food service staff, Ensure that food and service meet quality control standards, Maintain records of stock, repairs, sales and wastage, Establish work schedules",,https://www.jobbank.gc.ca/jobsearch/jobposting/40385190?source=searchresults
tour guide supervisor,"Posted on February 22, 2024",AURORA WONDERLAND TOURS INC.,"Yellowknife, NT",23.00 HOUR,30 to 40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,1 to less than 7 months,"Perform same duties as workers supervised, Co-ordinate, assign and review work, Establish work schedules and procedures and co-ordinate activities with other work units or departments, Describe points of interest, answer questions and supply information, Co-ordinate recreation activities",Bonus,https://www.jobbank.gc.ca/jobsearch/jobposting/40345467?source=searchresults
school principal,"Posted on March 26, 2024",Northwest Territories School Boards,"Inuvik, NT",,,Permanent employmentFull time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40636125?source=searchresults
medical administrative assistant,"Posted on December 06, 2023",Somba Ke Family Dental,"Yellowknife, NT",27.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,"College, CEGEP or other non-university certificate or diploma from a program of 3 months to less than 1 year",1 year to less than 2 years,"Interview patients to obtain case histories, Schedule and confirm appointments, Complete insurance and other claim forms, Maintain filing system, Order supplies and maintain inventory, Perform data entry, Provide customer service",,https://www.jobbank.gc.ca/jobsearch/jobposting/39735184?source=searchresults
elementary school teacher,"Posted on March 26, 2024",Northwest Territories School Boards,"Inuvik, NT",,,Permanent employmentFull time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40630011?source=searchresults
cleaner,"Posted on January 27, 2024",AMARCO CLEANING SERVICES,"Inuvik, NT",20.00 HOUR,35 to 40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,"No degree, certificate or diploma",Will train,"Sweep, mop, wash and polish floors, Vacuum carpeting, area rugs, draperies and upholstered furniture, Clean, disinfect and polish kitchen and bathroom fixtures and appliances, Pick up debris and empty trash containers",,https://www.jobbank.gc.ca/jobsearch/jobposting/40135103?source=searchresults
janitor,"Posted on February 03, 2024",Holloway Lodging Limited Partnership - Quality Inn Yellowknfe,"Yellowknife, NT",25.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,Experience an asset,"Sweep, mop, scrub and wax hallways, floors and stairs, Empty trash cans and other waste containers, Wash windows, interior walls and ceilings, Make adjustments and minor repairs to heating, cooling, ventilation, plumbing and electrical systems, and contact tradespersons for major repairs, Perform minor repairs on appliances, Perform safety and security checks, Clean and disinfect bathrooms and fixtures, Work with minimal supervision, Clean snow and ice from walkways and parking areas",,https://www.jobbank.gc.ca/jobsearch/jobposting/40194763?source=searchresults
food store manager,"Posted on March 26, 2024",Deninu Kue Development Corp,"Fort Resolution, NT",39.26 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",3 years to less than 5 years,,On-site housing options,https://www.jobbank.gc.ca/jobsearch/jobposting/40625188;jsessionid=BEC9AAAB13E243AF5E744839F428542B.jobsearch74?source=searchresults
retail store supervisor,"Posted on March 04, 2024",Gateway Gas & Convenience Store Inc.,"Enterprise, NT",22.50 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,2 years to less than 3 years,"Supervise staff (apprentices, stages hands, design team, etc.), Establish work schedules, Sell merchandise, Prepare reports on sales volumes, merchandising and personnel matters, Supervise and co-ordinate activities of workers, 3-4 people",,https://www.jobbank.gc.ca/jobsearch/jobposting/40419842?source=searchresults
light duty cleaner,"Posted on February 26, 2024",BREAK AWAY FITNESS LTD.,"Yellowknife, NT",20.00 HOUR,30 to 40 hours per week,Permanent employmentFull time,,2 vacancies,English,Secondary (high) school graduation certificate,1 to less than 7 months,"Sweep, mop, wash and polish floors, Vacuum carpeting, area rugs, draperies and upholstered furniture, Distribute clean towels and toiletries, Handle and report lost and found items, Provide basic information on facilities, Perform light housekeeping and cleaning duties, Shop for food and household supplies, Wash windows, walls and ceilings, Clean changing rooms and showers",,https://www.jobbank.gc.ca/jobsearch/jobposting/40368360?source=searchresults
travel specialist,"Posted on March 24, 2024",Arctic Tours Canada,"Yellowknife, NT",20.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,3 vacancies,English,"Bachelor's degree

or equivalent experience",Experience an asset,"Investigate new travel areas, hotels and other amenities, Manage difficult situations with customers, Perform general office duties, Use principles and methods for showing, promoting, and selling products or services, which include marketing strategy and tactics, product demonstration, sales techniques, and sales control systems, Calculate costs, process refunds and attend to other financial transactions, Attend to cancellations and schedule changes, Develop contact lists, Make transportation and accommodation reservations using computerized reservation and ticketing system, Provide travel information to clients regarding destinations, transportation, accommodation options and travel costs","Gratuities, Learning/training paid by employer",https://www.jobbank.gc.ca/jobsearch/jobposting/40609316;jsessionid=BEC9AAAB13E243AF5E744839F428542B.jobsearch74?source=searchresults
food service supervisor,"Posted on February 20, 2024",Soul Restaurants Canada Inc,"Yellowknife, NT",21.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years

or equivalent experience",7 months to less than 1 year,,"Dental plan, Disability benefits, Health care plan, Vision care benefits, Deferred Profit Sharing Plan (DPSP)",https://www.jobbank.gc.ca/jobsearch/jobposting/40330953?source=searchresults
bottle sorter,"Posted on March 26, 2024",The Bottle Shop Recycling Depot Inc,"Yellowknife, NT",18.00 HOUR,30 to 40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,"No degree, certificate or diploma",Will train,"Sort, pack, crate and package materials and products, Assist machine operators, assemblers and other workers, Clean machines and immediate work areas",Free parking available,https://www.jobbank.gc.ca/jobsearch/jobposting/40625199;jsessionid=BEC9AAAB13E243AF5E744839F428542B.jobsearch74?source=searchresults
cook,"Posted on January 30, 2024",Det'on Cho Bouwa Whee Catering LP,"Yellowknife, NT",22.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,Secondary (high) school graduation certificate,1 year to less than 2 years,"Prepare and cook complete meals or individual dishes and foods, Plan menus, determine size of food portions, estimate food requirements and costs, and monitor and order supplies, Inspect kitchens and food service areas, Train staff in preparation, cooking and handling of food, Order supplies and equipment, Supervise kitchen staff and helpers, Maintain inventory and records of food, supplies and equipment, Clean kitchen and work areas, Manage kitchen operations","Dental plan, Health care plan",https://www.jobbank.gc.ca/jobsearch/jobposting/40154988?source=searchresults
food counter attendant,"Posted on January 18, 2024",Mary Browns,"Yellowknife, NT",16.05 HOUR,35 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,"No degree, certificate or diploma",Will train,"Keep records of the quantities of food used, Package take-out food, Portion and wrap foods, Prepare, heat and finish simple food items, Serve customers at counters or buffet tables, Stock refrigerators and salad bars, Take customers' orders, Use manual and electrical appliances to clean, peel, slice and trim foodstuffs",Free parking available,https://www.jobbank.gc.ca/jobsearch/jobposting/40051839?source=searchresults
Aboriginal school community teacher - secondary school,"Posted on March 26, 2024",Northwest Territories School Boards,"Inuvik, NT",,,Permanent employmentFull time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40636301?source=searchresults
cook,"Posted on March 01, 2024",Copper House Eatery + Lounge Inc.,"Yellowknife, NT",20.00 HOUR,31.5 to 50 hours per week,Permanent employmentFull time,Starts as soon as possible,3 vacancies,English,"No degree, certificate or diploma",3 years to less than 5 years,"Prepare and cook complete meals or individual dishes and foods, Clean kitchen and work areas","Gratuities, Free parking available",https://www.jobbank.gc.ca/jobsearch/jobposting/40405365?source=searchresults
mental health counsellor,"Posted on March 15, 2024",Tli¿cho Leàgi¿a Ts¿i¿i¿li¿ Ko (Tli¿cho¿ Friendship Centre),"Behchoko, NT","70,000 YEAR",75 hours bi-weekly,Term or contractFull time,Starts as soon as possible,1 vacancy,English,"Bachelor's degree

or equivalent experience",3 years to less than 5 years,"Interview clients, prepare case histories and assess problems, Interview patients and review reports from health care professionals to determine patients' current and potential functioning levels, Supervise other counsellors, social service staff and assistants, Prepare a treatment plan for each patient, Provide therapy, Counsel individuals and groups to achieve more effective personal, social and vocational development and adjustment, Apply psychological theory and principles regarding behaviour and mental processes, Develop and implement counselling and intervention programs to assist clients in determining goals and means of attaining them, Analyze the patient during the treatments, Counsel clients, provide therapy and mediation services, and facilitate group sessions, Maintain accurate records, Participate in fundraising activities, Plan intervention programs, Evaluate the effectiveness of counselling programs and interventions, and clients' progress in resolving identified problems and movement toward defined objectives, Conduct research in the field of specialization, Follow up results of counselling programs and clients' adjustment, Provide consultation services to government and other organizations, Deliver presentations at conferences, workshops or symposia, Administer standard psychological tests for assessment, Identify additional/alternative services and provide referrals, Liaise with community agencies or partners, and identify additional or alternative services and provide referrals, Provide public education and consultation to other professionals or groups regarding counselling services, issues and methods, Implement substance abuse treatment programs, 1 to 2 people","Mileage paid, Learning/training paid by employer, Other benefits, Wellness program",https://www.jobbank.gc.ca/jobsearch/jobposting/40524151;jsessionid=BEC9AAAB13E243AF5E744839F428542B.jobsearch74?source=searchresults
shipping and receiving clerk,"Posted on January 21, 2024",Northern Exposure (2021),"Behchoko, NT",30.77 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,Secondary (high) school graduation certificate,Will train,"Prepare bills of lading, invoices and other shipping documents, Inspect and verify incoming goods against invoices or other documents, Maintain internal record-keeping system, Record shortages and reject damaged goods","Bonus, Group insurance benefits, Life insurance",https://www.jobbank.gc.ca/jobsearch/jobposting/40077303?source=searchresults
